ISSN,Titulo,Area de Avaliacao,Estrato,Quadrienio
0306-4573,INFORMATION PROCESSING & MANAGEMENT,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
0306-4603,ADDICTIVE BEHAVIORS,MEDICINA I,A2,2017-2020
0306-5251,BRITISH JOURNAL OF CLINICAL PHARMACOLOGY,INTERDISCIPLINAR,A1,2017-2020
0306-6150,JOURNAL OF PEASANT STUDIES,INTERDISCIPLINAR,A1,2017-2020
0306-624X,INTERNATIONAL JOURNAL OF OFFENDER THERAPY AND COMPARATIVE CRIMINOLOGY,ENGENHARIAS III,A3,2017-2020
0306-6800,JOURNAL OF MEDICAL ETHICS,DIREITO,A1,2017-2020
0306-686X,JOURNAL OF BUSINESS FINANCE & ACCOUNTING,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A2,2017-2020
0306-7319,INTERNATIONAL JOURNAL OF ENVIRONMENTAL ANALYTICAL CHEMISTRY (PRINT),FARMÁCIA,A4,2017-2020
0306-7661,FRAMEWORK,COMUNICAÇÃO E INFORMAÇÃO,A4,2017-2020
0306-7734,INTERNATIONAL STATISTICAL REVIEW,INTERDISCIPLINAR,A2,2017-2020
0306-8293,INTERNATIONAL JOURNAL OF SOCIAL ECONOMICS,EDUCAÇÃO,A1,2017-2020
0306-8919,OPTICAL AND QUANTUM ELECTRONICS,QUÍMICA,A4,2017-2020
0306-9192,FOOD POLICY,NUTRIÇÃO,A1,2017-2020
0306-9877,MEDICAL HYPOTHESES,MEDICINA II,A4,2017-2020
0306-9885,BRITISH JOURNAL OF GUIDANCE AND COUNSELLING (PRINT),PSICOLOGIA,A3,2017-2020
0307-0565,INTERNATIONAL JOURNAL OF OBESITY,NUTRIÇÃO,A1,2017-2020
0307-1022,SOCIAL HISTORY (LONDON),PSICOLOGIA,B1,2017-2020
0307-3378,BULLETIN OF ECONOMIC RESEARCH (PRINT),ECONOMIA,A3,2017-2020
0307-4358,MANAGERIAL FINANCE,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A2,2017-2020
0307-5079,STUDIES IN HIGHER EDUCATION (DORCHESTER-ON-THAMES),ENGENHARIAS III,A2,2017-2020
0307-6938,CLINICAL AND EXPERIMENTAL DERMATOLOGY (PRINT),MEDICINA II,A4,2017-2020
0307-6946,ECOLOGICAL ENTOMOLOGY (PRINT),CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
0307-6962,PHYSIOLOGICAL ENTOMOLOGY (PRINT),BIODIVERSIDADE,A3,2017-2020
0307-6970,SYSTEMATIC ENTOMOLOGY (PRINT),CIÊNCIAS BIOLÓGICAS III,A1,2017-2020
0307-8833,THEATRE RESEARCH INTERNATIONAL,FILOSOFIA,A1,2017-2020
0307-904X,APPLIED MATHEMATICAL MODELLING,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
0307-9457,AVIAN PATHOLOGY,INTERDISCIPLINAR,A1,2017-2020
0308-0110,MEDICAL EDUCATION (OXFORD. PRINT),MEDICINA II,A1,2017-2020
0308-0161,INTERNATIONAL JOURNAL OF PRESSURE VESSELS AND PIPING,ENGENHARIAS III,A3,2017-2020
0308-0501,FIRE AND MATERIALS,ENGENHARIAS I,A3,2017-2020
0308-0838,FERN GAZETTE,BIOTECNOLOGIA,B3,2017-2020
0308-1060,TRANSPORTATION PLANNING AND TECHNOLOGY,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A3,2017-2020
0308-1087,LINEAR AND MULTILINEAR ALGEBRA,ASTRONOMIA / FÍSICA,A3,2017-2020
0308-2105,"PROCEEDINGS OF THE ROYAL SOCIETY OF EDINBURGH. SECTION A, MATHEMATICS",MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,A2,2017-2020
0308-521X,AGRICULTURAL SYSTEMS,ECONOMIA,A1,2017-2020
0308-5694,IMAGO MUNDI (LYMPNE),HISTÓRIA,A2,2017-2020
0308-5961,TELECOMMUNICATIONS POLICY,INTERDISCIPLINAR,A2,2017-2020
0308-597X,MARINE POLICY,DIREITO,A1,2017-2020
0308-8146,FOOD CHEMISTRY,CIÊNCIA DE ALIMENTOS,A1,2017-2020
0308-8839,MARITIME POLICY AND MANAGEMENT,ECONOMIA,A1,2017-2020
0309-0167,HISTOPATHOLOGY (OXFORD. PRINT),ODONTOLOGIA,A1,2017-2020
0309-0566,EUROPEAN JOURNAL OF MARKETING,INTERDISCIPLINAR,A1,2017-2020
0309-0590,JOURNAL OF EUROPEAN INDUSTRIAL TRAINING,COMUNICAÇÃO E INFORMAÇÃO,B1,2017-2020
0309-1317,INTERNATIONAL JOURNAL OF URBAN AND REGIONAL RESEARCH (PRINT),ARTES,A1,2017-2020
0309-1325,PROGRESS IN HUMAN GEOGRAPHY,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
0309-166X,CAMBRIDGE JOURNAL OF ECONOMICS,ECONOMIA,A1,2017-2020
0309-1708,ADVANCES IN WATER RESOURCES,INTERDISCIPLINAR,A1,2017-2020
0309-1740,MEAT SCIENCE,CIÊNCIA DE ALIMENTOS,A1,2017-2020
0309-1902,JOURNAL OF MEDICAL ENGINEERING & TECHNOLOGY,ODONTOLOGIA,B1,2017-2020
0309-2402,JOURNAL OF ADVANCED NURSING,MEDICINA II,A1,2017-2020
0309-3247,JOURNAL OF STRAIN ANALYSIS FOR ENGINEERING DESIGN,ENGENHARIAS III,A3,2017-2020
0309-3646,PROSTHETICS AND ORTHOTICS INTERNATIONAL,MEDICINA I,A2,2017-2020
0309-524X,WIND ENGINEERING,ENGENHARIAS I,B1,2017-2020
0309-8168,CAPITAL & CLASS,INTERDISCIPLINAR,A3,2017-2020
0310-138X,AUSTRALIAN VETERINARY PRACTITIONER,MEDICINA VETERINÁRIA,B1,2017-2020
0311-5518,ALCHERINGA (SYDNEY),INTERDISCIPLINAR,A4,2017-2020
0312-5963,CLINICAL PHARMACOKINETICS,MEDICINA I,A1,2017-2020
0313-6647,AUSTRALIAN JOURNAL OF PUBLIC ADMINISTRATION,ECONOMIA,A2,2017-2020
0315-0860,HISTORIA MATHEMATICA (PRINT),ENSINO,A4,2017-2020
0315-0941,GEOSCIENCE CANADA,CIÊNCIAS AMBIENTAIS,B1,2017-2020
0315-1468,CANADIAN JOURNAL OF CIVIL ENGINEERING,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,B1,2017-2020
0315-162X,JOURNAL OF RHEUMATOLOGY,CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
0315-5986,INFOR. INFORMATION SYSTEMS AND OPERATIONAL RESEARCH,CIÊNCIA DA COMPUTAÇÃO,B2,2017-2020
0316-2923,PHILOSOPHIQUES (MONTRÉAL),FILOSOFIA,A2,2017-2020
0317-1671,CANADIAN JOURNAL OF NEUROLOGICAL SCIENCES,MEDICINA I,B1,2017-2020
0318-4137,RECHERCHES AMÉRINDIENNES AU QUÉBEC,ANTROPOLOGIA / ARQUEOLOGIA,A4,2017-2020
0319-5724,CANADIAN JOURNAL OF STATISTICS,MATEMÁTICA / PROBABILIDADE E ESTATÍSTICA,B2,2017-2020
0323-0465,ACTA PHYSICA SLOVACA (TLACENÉ VYDANIE),ASTRONOMIA / FÍSICA,B1,2017-2020
0323-3847,BIOMETRICAL JOURNAL (1977),INTERDISCIPLINAR,A3,2017-2020
0323-4045,ZEITSCHRIFT DER SAVIGNY-STIFTUNG FÜR RECHTSGESCHICHTE,DIREITO,A3,2017-2020
0323-5408,ARCHIV FUR PHYTOPATHOLOGIE UND PFLANZENSCHUTZ,CIÊNCIAS AGRÁRIAS I,B2,2017-2020
0324-1130,BULGARIAN CHEMICAL COMMUNICATIONS,BIOTECNOLOGIA,B3,2017-2020
0324-8569,CONTROL AND CYBERNETICS,INTERDISCIPLINAR,B3,2017-2020
0324-8828,ENVIRONMENT PROTECTION ENGINEERING,CIÊNCIAS AMBIENTAIS,B2,2017-2020
0325-0075,ARQUIVOS ARGENTINOS DE PEDIATRIA,FARMÁCIA,B1,2017-2020
0325-0725,REVISTA LATINOAMERICANA DE FILOSOFÍA,INTERDISCIPLINAR,A4,2017-2020
0325-1195,CUADERNOS DE HISTORIA DE ESPAÑA,HISTÓRIA,B1,2017-2020
0325-173X,TRABAJOS Y COMUNICACIONES - DEPARTAMENTO DE HISTORIA (LA PLATA),ANTROPOLOGIA / ARQUEOLOGIA,A2,2017-2020
0325-1926,REALIDAD ECONÓMICA,SAÚDE COLETIVA,B3,2017-2020
0325-2280,PATRISTICA ET MEDIAEVALIA,FILOSOFIA,A2,2017-2020
0325-2590,ACTUALIDAD PSICOLÓGICA,FILOSOFIA,B1,2017-2020
0325-2957,ACTA BIOQUÍMICA CLÍNICA LATINOAMERICANA,INTERDISCIPLINAR,B4,2017-2020
0325-3384,LA ALIMENTACION LATINOAMERICANA,CIÊNCIA DE ALIMENTOS,C,2017-2020
0325-3465,REVISTA DE ESTUDIOS CLASICOS,LINGUíSTICA E LITERATURA,B1,2017-2020
0325-366X,REVISTA JURÍDICA ARGENTINA LA LEY. REPERTORIO GENERAL,DIREITO,C,2017-2020
0325-4194,ARGOS (ASOCIACIÓN ARGENTINA DE ESTUDIOS CLÁSICOS),LINGUíSTICA E LITERATURA,B2,2017-2020
0325-5476,FIDE COYUNTURA Y DESARROLLO,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B3,2017-2020
0325-6375,REVISTA DE INVESTIGACIÓN Y DESARROLLO PESQUERO,INTERDISCIPLINAR,B2,2017-2020
0325-7541,REVISTA ARGENTINA DE MICROBIOLOGÍA,CIÊNCIA DE ALIMENTOS,B2,2017-2020
0325-819X,PSICOANÁLISIS,PSICOLOGIA,B2,2017-2020
0325-8203,INTERDISCIPLINARIA,INTERDISCIPLINAR,B3,2017-2020
0325-8238,FOLIA HISTÓRICA DEL NORDESTE,HISTÓRIA,A4,2017-2020
0326-1778,HISTORIA NATURAL,BIODIVERSIDADE,C,2017-2020
0326-2383,LATIN AMERICAN JOURNAL OF PHARMACY,CIÊNCIAS BIOLÓGICAS I,B2,2017-2020
0326-2774,PRUDENTIA IURIS,DIREITO,B2,2017-2020
0326-3169,CIENCIA DEL SUELO,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",B3,2017-2020
0326-3428,REVISTA DE NEFROLOGIA DIALISIS Y TRASPLANTE,ENFERMAGEM,B4,2017-2020
0326-4610,REVISTA ARGENTINA DE ENDOCRINOLOGÍA Y METABOLISMO (1983),MEDICINA II,C,2017-2020
0326-4815,ACTA ODONTOLÓGICA LATINOAMERICANA,SAÚDE COLETIVA,B3,2017-2020
0326-551X,CUADERNOS DE HERPETOLOGÍA,BIODIVERSIDADE,B4,2017-2020
0326-6184,REVISTA DE LA FACULTAD DE AGRONOMÍA. UNIVERSIDAD NACIONAL DE LA PAMPA,CIÊNCIAS AMBIENTAIS,B2,2017-2020
0326-7091,REVISTA DE ENSEÑANZA DE LA FÍSICA,ASTRONOMIA / FÍSICA,A3,2017-2020
0326-7237,GEOACTA,ENGENHARIAS I,B4,2017-2020
0326-7431,REVISTA JURÍDICA DE BUENOS AIRES (1985),FILOSOFIA,B2,2017-2020
0326-7806,CUADERNOS DE POLÍTICA EXTERIOR ARGENTINA,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,B1,2017-2020
0326-7857,BOLETÍN DE MEDIO AMBIENTE Y URBANIZACIÓN,CIÊNCIAS AMBIENTAIS,B2,2017-2020
0326-8373,REVISTA UNIVERSITARIA DE GEOGRAFÍA,GEOGRAFIA,B4,2017-2020
0326-9671,ANUARIO IEHS,HISTÓRIA,A3,2017-2020
0326-9795,SOCIEDAD Y RELIGIÓN,ANTROPOLOGIA / ARQUEOLOGIA,A3,2017-2020
0327-0289,MÉTHEXIS (SANKT AUGUSTIN),FILOSOFIA,A2,2017-2020
0327-0793,LATIN AMERICAN APPLIED RESEARCH,ENGENHARIAS III,B4,2017-2020
0327-215X,ANUARIO,CIÊNCIAS AGRÁRIAS I,A1,2017-2020
0327-3431,HORTICULTURA ARGENTINA,INTERDISCIPLINAR,B4,2017-2020
0327-3776,CUADERNOS DE ANTROPOLOGÍA SOCIAL (IMPRESA),COMUNICAÇÃO E INFORMAÇÃO,A1,2017-2020
0327-392X,IRICE (CONICET - UNR),ARTES,B4,2017-2020
0327-4063,"CICLOS EN LA HISTORIA, LA ECONOMÍA Y LA SOCIEDAD",CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,A3,2017-2020
0327-4233,REVISTA DE HISTORIA,HISTÓRIA,A4,2017-2020
0327-4934,ESTUDIOS SOCIALES (SANTA FE),CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,A1,2017-2020
0327-5094,TEMAS MEDIEVALES,LINGUíSTICA E LITERATURA,B1,2017-2020
0327-5752,MEMORIA AMERICANA,HISTÓRIA,A3,2017-2020
0327-5841,ESTUDIOS Y PERSPECTIVAS EN TURISMO,EDUCAÇÃO,A3,2017-2020
0327-6139,VERTEX - REVISTA ARGENTINA DE PSIQUIATRIA,SAÚDE COLETIVA,B3,2017-2020
0327-6244,AGRISCIENTIA (CÓRDOBA),CIÊNCIAS AGRÁRIAS I,B4,2017-2020
0327-6716,REVISTA ARGENTINA DE CLÍNICA PSICOLÓGICA,INTERDISCIPLINAR,A2,2017-2020
0327-7585,MARGEN (BUENOS AIRES),PSICOLOGIA,B4,2017-2020
0327-7763,IICE (BUENOS AIRES),EDUCAÇÃO,A4,2017-2020
0327-8859,STYLOS (BUENOS AIRES),FILOSOFIA,A4,2017-2020
0327-9286,ACTA TOXICOLÓGICA ARGENTINA,BIOTECNOLOGIA,C,2017-2020
0327-9383,MASTOZOOLOGIA NEOTROPICAL,INTERDISCIPLINAR,B3,2017-2020
0327-9545,BIOCELL (MENDOZA),BIOTECNOLOGIA,A3,2017-2020
0327-9901,PENSAMIENTO UNIVERSITARIO,INTERDISCIPLINAR,B4,2017-2020
0328-0071,ITINERARIO,FILOSOFIA,A2,2017-2020
0328-0101,DELITO Y SOCIEDAD. REVISTA DE CIENCIAS SOCIALES,SOCIOLOGIA,A4,2017-2020
0328-0306,MEDIO AMBIENTE Y URBANIZACIÓN,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,B1,2017-2020
0328-1205,SYNTHESIS (LA PLATA),LINGUíSTICA E LITERATURA,B1,2017-2020
0328-1396,TEOLOGÍA (BUENOS AIRES),LINGUíSTICA E LITERATURA,A2,2017-2020
0328-2643,REVISTA DE CIENCIAS SOCIALES (QUILMES),PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,A3,2017-2020
0328-2856,CONCIENCIA SOCIAL,SERVIÇO SOCIAL,B4,2017-2020
0328-3186,REDES. REVISTA DE ESTUDIOS SOBRE LA CIENCIA Y LA TECNOLOGIA  (BERNAL),INTERDISCIPLINAR,B1,2017-2020
0328-3534,NOVEDADES EDUCATIVAS,EDUCAÇÃO,B4,2017-2020
0328-4158,TECNOLOGÍA LÁCTEA LATINOAMERICANA,CIÊNCIAS BIOLÓGICAS I,C,2017-2020
0328-5642,REVISTA JURÍDICA DE LA UNIVERSIDAD DE PALERMO,DIREITO,A2,2017-2020
0328-820X,CLÍO & ASOCIADOS. LA HISTORIA ENSEÑADA (SANTA FE),HISTÓRIA,A1,2017-2020
0328-8927,DESAFÍOS (ROSARIO),SOCIOLOGIA,B4,2017-2020
0328-8935,INTER LITTERAS,LINGUíSTICA E LITERATURA,B3,2017-2020
0328-932X,ENERGÍAS RENOVABLES Y MEDIO AMBIENTE,ENGENHARIAS II,B4,2017-2020
0328-9346,BOLETÍN DE INVESTIGACIÓN EDUCATIVO-MUSICAL,ARTES,C,2017-2020
0328-9702,PRAXIS EDUCATIVA,EDUCAÇÃO,A3,2017-2020
0328-9796,ANALES DEL INSTITUTO DE ARTE AMERICANO E INVESTIGACIONES ESTÉTICAS,INTERDISCIPLINAR,A3,2017-2020
0329-0069,LECTURAS EDUCACIÓN FÍSICA Y DEPORTES (BUENOS AIRES),MEDICINA I,B1,2017-2020
0329-2665,QUINTO SOL,INTERDISCIPLINAR,A1,2017-2020
0329-5001,"REVISTA PETROQUÍMICA, PETRÓLEO, GAS & QUÍMICA",QUÍMICA,B4,2017-2020
0329-5184,AVANCES EN ENERGÍAS RENOVABLES Y MEDIO AMBIENTE,ENGENHARIAS III,B2,2017-2020
0329-5192,REVISTA DE EDUCACIÓN EN BIOLOGÍA,EDUCAÇÃO,A3,2017-2020
0329-5257,REVISTA ARGENTINA DE BIOINGENIERÍA,ENGENHARIAS III,B3,2017-2020
0329-6121,HERRAMIENTA (BUENOS AIRES),ECONOMIA,B4,2017-2020
0329-8019,ZONA FRANCA (ROSARIO),INTERDISCIPLINAR,B2,2017-2020
0329-8213,HISTORIA REGIONAL,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,A4,2017-2020
0329-8922,REVISTA DE CIENCIA Y TECNOLOGÍA,ENSINO,A4,2017-2020
0329-9147,ACHERONTA (ONLINE),PSICOLOGIA,B3,2017-2020
0329-9449,TRAVESÍA - REVISTA DE HISTORIA ECONÓMICA Y SOCIAL,HISTÓRIA,A3,2017-2020
0332-1649,COMPEL (BRADFORD),ENGENHARIAS IV,A4,2017-2020
0333-1024,CEPHALALGIA,CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
0334-0139,INTERNATIONAL JOURNAL OF ADOLESCENT MEDICINE AND HEALTH,SAÚDE COLETIVA,B1,2017-2020
0334-018X,JOURNAL OF PEDIATRIC ENDOCRINOLOGY & METABOLISM,MEDICINA I,B1,2017-2020
0334-1763,REVIEWS IN THE NEUROSCIENCES,MEDICINA II,A3,2017-2020
0334-2123,PHYTOPARASITICA,INTERDISCIPLINAR,A4,2017-2020
0334-5114,"SYMBIOSIS (PHILADELPHIA, PA.)",ENGENHARIAS IV,A2,2017-2020
0334-6447,JOURNAL OF POLYMER ENGINEERING,ASTRONOMIA / FÍSICA,B1,2017-2020
0335-2927,THÉÂTRE/PUBLIC,ARTES,C,2017-2020
0335-5322,ACTES DE LA RECHERCHE EN SCIENCES SOCIALES,ENSINO,A2,2017-2020
0335-5985,ARCHIVES DE SCIENCES SOCIALES DES RELIGIONS,ANTROPOLOGIA / ARQUEOLOGIA,A2,2017-2020
0335-7457,REVUE FRANÇAISE D'ALLERGOLOGIE ET D'IMMUNOLOGIE CLINIQUE,MEDICINA I,C,2017-2020
0335-8453,CONNECTIONS,CIÊNCIA POLÍTICA E RELAÇÕES INTERNACIONAIS,B1,2017-2020
0336-1438,L´ETHNOGRAPHIE,ANTROPOLOGIA / ARQUEOLOGIA,B2,2017-2020
0336-1500,COMMUNICATION & LANGAGES,COMUNICAÇÃO E INFORMAÇÃO,B1,2017-2020
0338-4551,REVUE FRANÇAISE DE GESTION,"ADMINISTRAÇÃO PÚBLICA E DE EMPRESAS, CIÊNCIAS CONTÁBEIS E TURISMO",A3,2017-2020
0338-487X,HÉRODOTE (PARIS),GEOGRAFIA,B1,2017-2020
0339-5456,EDUCATION COMPAREE,LINGUíSTICA E LITERATURA,B2,2017-2020
0339-7513,EDUCATION PERMANENTE,PSICOLOGIA,B2,2017-2020
0340-0131,INTERNATIONAL ARCHIVES OF OCCUPATIONAL AND ENVIRONMENTAL HEALTH,MEDICINA I,A2,2017-2020
0340-0352,IFLA JOURNAL,COMUNICAÇÃO E INFORMAÇÃO,A2,2017-2020
0340-0727,PSYCHOLOGICAL RESEARCH (PRINT),PSICOLOGIA,A1,2017-2020
0340-1200,BIOLOGICAL CYBERNETICS,INTERDISCIPLINAR,A3,2017-2020
0340-2096,"ANATOMIA, HISTOLOGIA, EMBRYOLOGIA",ENSINO,A4,2017-2020
0340-269X,PHYTOCOENOLOGIA,BIODIVERSIDADE,A3,2017-2020
0340-3696,ARCHIVES OF DERMATOLOGICAL RESEARCH,FARMÁCIA,A2,2017-2020
0340-4285,TRANSITION METAL CHEMISTRY (WEINHEIM),ASTRONOMIA / FÍSICA,A3,2017-2020
0340-4641,DIE QUINTESSENZ DER ZAHNTECHNIK,ODONTOLOGIA,B4,2017-2020
0340-5354,JOURNAL OF NEUROLOGY,CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
0340-5443,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY (PRINT),CIÊNCIAS BIOLÓGICAS II,A1,2017-2020
0340-5761,ARCHIVES OF TOXICOLOGY (ONLINE),ODONTOLOGIA,A1,2017-2020
0340-6199,EUROPEAN JOURNAL OF PEDIATRICS,MEDICINA I,A2,2017-2020
0340-6245,THROMBOSIS AND HAEMOSTASIS,MEDICINA I,A1,2017-2020
0340-6253,MATCH (MÜLHEIM),ENGENHARIAS III,A2,2017-2020
0340-6717,HUMAN GENETICS,MEDICINA I,A1,2017-2020
0340-7004,CANCER IMMUNOLOGY AND IMMUNOTHERAPY,BIOTECNOLOGIA,A1,2017-2020
0340-7594,"JOURNAL OF COMPARATIVE PHYSIOLOGY. A, SENSORY, NEURAL, AND BEHAVIORAL PHYSIOLOGY",CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
0341-2040,LUNG (NEW YORK),MEDICINA I,B1,2017-2020
0341-2695,INTERNATIONAL ORTHOPAEDICS,BIOTECNOLOGIA,A1,2017-2020
0341-8162,CATENA,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
0341-8391,SPIXIANA (MUNCHEN),BIODIVERSIDADE,B2,2017-2020
0341-8642,INDIANA (BERLIN),ANTROPOLOGIA / ARQUEOLOGIA,A2,2017-2020
0342-1422,NIETZSCHE-STUDIEN,FILOSOFIA,A1,2017-2020
0342-1791,PHYSICS AND CHEMISTRY OF MINERALS,GEOCIÊNCIAS,A4,2017-2020
0342-4642,INTENSIVE CARE MEDICINE,INTERDISCIPLINAR,A1,2017-2020
0342-5282,INTERNATIONAL JOURNAL OF REHABILITATION RESEARCH,EDUCAÇÃO FÍSICA,A3,2017-2020
0342-6300,JAHRBUCH DEUTSCH ALS FREMDSPRACHE,LINGUíSTICA E LITERATURA,C,2017-2020
0342-7188,IRRIGATION SCIENCE,ENGENHARIAS III,A2,2017-2020
0342-7633,ADULT EDUCATION AND DEVELOPMENT,LINGUíSTICA E LITERATURA,B4,2017-2020
0343-2521,GEOJOURNAL,ENGENHARIAS IV,A3,2017-2020
0343-6993,THE MATHEMATICAL INTELLIGENCER,ASTRONOMIA / FÍSICA,B3,2017-2020
0343-8651,CURRENT MICROBIOLOGY,CIÊNCIAS BIOLÓGICAS II,B1,2017-2020
0344-0338,"PATHOLOGY, RESEARCH AND PRACTICE (PRINT)",MEDICINA I,A4,2017-2020
0344-4325,SPRINGER SEMINARS IN IMMUNOPATHOLOGY,GEOGRAFIA,B4,2017-2020
0344-5607,NEUROSURGICAL REVIEW,MEDICINA I,A2,2017-2020
0344-5704,CANCER CHEMOTHERAPY AND PHARMACOLOGY,CIÊNCIAS BIOLÓGICAS I,A2,2017-2020
0344-8657,ZUCKERINDUSTRIE (BERLIN) / SUGAR INDUSTRY (BERLIN),CIÊNCIAS AGRÁRIAS I,B4,2017-2020
0346-251X,SYSTEM (LINKÖPING),LINGUíSTICA E LITERATURA,A1,2017-2020
0347-0520,THE SCANDINAVIAN JOURNAL OF ECONOMICS,HISTÓRIA,A1,2017-2020
0350-2457,VETERINARSKI GLASNIK,MEDICINA VETERINÁRIA,B4,2017-2020
0350-6134,COLLEGIUM ANTROPOLOGICUM,EDUCAÇÃO FÍSICA,B1,2017-2020
0351-6083,ACTA FACULTATIS MEDICAE NAISSENSIS,ODONTOLOGIA,B4,2017-2020
0352-3659,GEOFIZIKA (ZAGREB),ENGENHARIAS I,B1,2017-2020
0352-5139,JOURNAL OF THE SERBIAN CHEMICAL SOCIETY,INTERDISCIPLINAR,B1,2017-2020
0352-9045,INFORMACIJE MIDEM,QUÍMICA,B2,2017-2020
0352-9568,CHEMICAL AND BIOCHEMICAL ENGINEERING QUARTERLY,QUÍMICA,A4,2017-2020
0353-3891,BELGRADE PHILOSOPHICAL ANNUAL,COMUNICAÇÃO E INFORMAÇÃO,B3,2017-2020
0353-4510,FILOZOFSKI VESTNIK,PSICOLOGIA,A4,2017-2020
0353-5150,ACTA ANALYTICA,INTERDISCIPLINAR,A2,2017-2020
0354-0243,YUGOSLAV JOURNAL OF OPERATIONS RESEARCH,ENGENHARIAS IV,B3,2017-2020
0354-2025,FACTA UNIVERSITATIS. SERIES: MECHANICAL ENGINEERING,INTERDISCIPLINAR,A4,2017-2020
0354-4664,ARCHIVES OF BIOLOGICAL SCIENCES,MEDICINA II,A4,2017-2020
0354-5180,FILOMAT (UNIVERZITET U NISHU),CIÊNCIA DA COMPUTAÇÃO,B2,2017-2020
0354-8724,GEOGRAPHICA PANNONICA,ENGENHARIAS I,A4,2017-2020
0354-9836,THERMAL SCIENCE,CIÊNCIA DE ALIMENTOS,B1,2017-2020
0355-3140,"SCANDINAVIAN JOURNAL OF WORK, ENVIRONMENT & HEALTH (PRINT)",CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
0355-3930,SUOMEN ANTROPOLOGI,ANTROPOLOGIA / ARQUEOLOGIA,A1,2017-2020
0360-0025,SEX ROLES,PSICOLOGIA,A1,2017-2020
0360-0300,ACM COMPUTING SURVEYS,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
0360-1234,"JOURNAL OF ENVIRONMENTAL SCIENCE AND HEALTH. PART B. PESTICIDES, FOOD CONTAMINANTS, AND AGRICULTURAL WASTES",INTERDISCIPLINAR,B1,2017-2020
0360-1277,EDUCATIONAL GERONTOLOGY,INTERDISCIPLINAR,A4,2017-2020
0360-1285,PROGRESS IN ENERGY AND COMBUSTION SCIENCE,ENGENHARIAS III,A1,2017-2020
0360-1293,ACUPUNCTURE & ELECTRO-THERAPEUTICS RESEARCH,CIÊNCIAS BIOLÓGICAS I,B1,2017-2020
0360-1307,IRANIAN JOURNAL OF SCIENCE AND TECHNOLOGY,MATERIAIS,B2,2017-2020
0360-1315,COMPUTERS & EDUCATION,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
0360-1323,BUILDING AND ENVIRONMENT,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,A1,2017-2020
0360-2559,POLYMER-PLASTICS TECHNOLOGY AND ENGINEERING,ENGENHARIAS II,A3,2017-2020
0360-3016,"INTERNATIONAL JOURNAL OF RADIATION ONCOLOGY, BIOLOGY, PHYSICS",ODONTOLOGIA,A1,2017-2020
0360-3199,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,CIÊNCIA DE ALIMENTOS,A1,2017-2020
0360-3989,HUMAN COMMUNICATION RESEARCH,COMUNICAÇÃO E INFORMAÇÃO,A1,2017-2020
0360-3997,INFLAMMATION,PSICOLOGIA,A3,2017-2020
0360-4012,JOURNAL OF NEUROSCIENCE RESEARCH,CIÊNCIAS BIOLÓGICAS II,A2,2017-2020
0360-5302,COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,INTERDISCIPLINAR,A1,2017-2020
0360-5442,ENERGY (OXFORD),CIÊNCIA DE ALIMENTOS,A1,2017-2020
0360-6503,PROCESS STUDIES,FILOSOFIA,B2,2017-2020
0360-795X,THE JOURNAL OF CORPORATION LAW,DIREITO,A1,2017-2020
0360-8352,COMPUTERS & INDUSTRIAL ENGINEERING,CIÊNCIA DA COMPUTAÇÃO,A1,2017-2020
